player,nationality,squad,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,season
Alisson,br BRA,Liverpool,29-060,1992,12.0,12.0,1080.0,11.0,0.92,39.0,28.0,71.8,7.0,4.0,1.0,7.0,58.3,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.9,0.29,0.9,0.08,62.0,108.0,57.4,402.0,65.0,19.9,29.0,62.0,45.2,39.3,97.0,9.0,9.3,17.0,1.42,16.7,2021
Kepa Arrizabalaga,es ESP,Chelsea,27-059,1994,1.0,1.0,90.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.17,0.3,0.34,6.0,8.0,75.0,26.0,6.0,30.8,30.0,4.0,0.0,9.3,8.0,1.0,12.5,1.0,1.0,18.8,2021
Daniel Bachmann,at AUT,Watford,27-145,1994,5.0,5.0,450.0,11.0,2.2,25.0,16.0,60.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,9.0,0.33,-1.0,-0.19,24.0,69.0,34.8,116.0,29.0,44.0,39.6,41.0,43.9,40.3,42.0,2.0,4.8,2.0,0.4,13.8,2021
Asmir Begović,ba BIH,Everton,34-164,1987,1.0,1.0,90.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.31,-1.1,-1.08,5.0,16.0,31.3,11.0,2.0,72.7,50.5,12.0,66.7,49.6,5.0,1.0,20.0,0.0,0.0,15.0,2021
Karl Darlow,eng ENG,Newcastle Utd,31-054,1990,8.0,8.0,720.0,15.0,1.87,37.0,25.0,64.9,0.0,5.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,10.6,0.24,-3.4,-0.42,75.0,172.0,43.6,189.0,29.0,64.6,49.8,64.0,78.1,59.8,69.0,8.0,11.6,4.0,0.5,14.9,2021
Martin Dúbravka,sk SVK,Newcastle Utd,32-320,1989,2.0,2.0,180.0,3.0,1.5,12.0,9.0,75.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.34,1.0,0.52,14.0,44.0,31.8,55.0,13.0,43.6,40.9,25.0,80.0,57.4,21.0,1.0,4.8,0.0,0.0,9.2,2021
Ederson,br BRA,Manchester City,28-106,1993,12.0,12.0,1080.0,7.0,0.58,21.0,15.0,71.4,8.0,2.0,2.0,7.0,58.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.19,-2.0,-0.17,43.0,77.0,55.8,308.0,63.0,21.1,28.8,46.0,26.1,34.2,65.0,6.0,9.2,14.0,1.17,16.9,2021
Łukasz Fabiański,pl POL,West Ham,36-227,1985,13.0,13.0,1170.0,16.0,1.23,56.0,38.0,71.4,7.0,2.0,4.0,3.0,23.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.8,0.31,0.8,0.06,79.0,183.0,43.2,233.0,56.0,48.9,40.9,102.0,67.6,52.0,120.0,6.0,5.0,1.0,0.08,11.8,2021
Álvaro Fernández,es ESP,Brentford,23-232,1998,4.0,4.0,360.0,8.0,2.0,20.0,13.0,65.0,1.0,1.0,2.0,1.0,25.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,8.3,0.37,0.3,0.07,35.0,84.0,41.7,158.0,23.0,44.9,38.1,26.0,50.0,36.9,47.0,3.0,6.4,6.0,1.5,15.2,2021
Ben Foster,eng ENG,Watford,38-242,1983,8.0,8.0,720.0,13.0,1.62,34.0,21.0,61.8,3.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,13.6,0.37,0.6,0.07,79.0,197.0,40.1,206.0,22.0,66.5,51.4,69.0,87.0,63.9,73.0,4.0,5.5,8.0,1.0,16.8,2021
David de Gea,es ESP,Manchester Utd,31-024,1990,13.0,13.0,1170.0,22.0,1.69,59.0,38.0,64.4,5.0,3.0,5.0,2.0,15.4,4.0,1.0,3.0,0.0,0.0,3.0,2.0,22.9,0.37,2.9,0.22,43.0,107.0,40.2,191.0,37.0,28.3,32.0,113.0,46.9,40.3,103.0,4.0,3.9,3.0,0.23,13.9,2021
Vicente Guaita,es ESP,Crystal Palace,34-325,1987,14.0,14.0,1260.0,20.0,1.43,59.0,40.0,67.8,3.0,7.0,4.0,4.0,28.6,1.0,1.0,0.0,0.0,1.0,8.0,0.0,15.6,0.26,-4.4,-0.31,72.0,164.0,43.9,345.0,73.0,33.6,32.6,93.0,51.6,38.3,103.0,7.0,6.8,8.0,0.57,14.1,2021
Caoimhín Kelleher,ie IRL,Liverpool,23-008,1998,1.0,1.0,90.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,5.0,7.0,71.4,38.0,3.0,15.8,24.6,5.0,20.0,20.6,3.0,0.0,0.0,1.0,1.0,14.6,2021
Tim Krul,nl NED,Norwich City,33-242,1988,14.0,14.0,1260.0,28.0,2.0,68.0,43.0,63.2,2.0,4.0,8.0,3.0,21.4,4.0,3.0,1.0,0.0,0.0,3.0,2.0,25.3,0.34,-0.7,-0.05,104.0,268.0,38.8,425.0,70.0,47.3,40.7,117.0,57.3,46.7,128.0,6.0,4.7,5.0,0.36,12.7,2021
Bernd Leno,de GER,Arsenal,29-272,1992,3.0,3.0,270.0,9.0,3.0,18.0,8.0,50.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.1,0.39,-1.9,-0.65,11.0,39.0,28.2,61.0,11.0,37.7,36.3,26.0,61.5,45.7,30.0,2.0,6.7,1.0,0.33,13.1,2021
Hugo Lloris,fr FRA,Tottenham,34-340,1986,12.0,12.0,1080.0,17.0,1.42,51.0,36.0,68.6,6.0,1.0,5.0,4.0,33.3,1.0,1.0,0.0,0.0,0.0,3.0,1.0,16.2,0.3,0.2,0.02,69.0,154.0,44.8,211.0,41.0,46.4,38.1,104.0,53.8,41.2,110.0,3.0,2.7,5.0,0.42,14.1,2021
Emiliano Martínez,ar ARG,Aston Villa,29-090,1992,12.0,12.0,1080.0,18.0,1.5,50.0,33.0,64.0,5.0,1.0,6.0,4.0,33.3,2.0,0.0,1.0,1.0,1.0,4.0,1.0,14.2,0.27,-2.8,-0.23,74.0,181.0,40.9,289.0,42.0,47.1,40.2,93.0,48.4,41.5,92.0,5.0,5.4,12.0,1.0,15.7,2021
Alex McCarthy,eng ENG,Southampton,31-363,1989,13.0,13.0,1170.0,18.0,1.38,50.0,31.0,64.0,3.0,5.0,5.0,5.0,38.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,17.0,0.34,-1.0,-0.08,65.0,214.0,30.4,311.0,53.0,44.4,39.2,98.0,77.6,58.0,122.0,16.0,13.1,2.0,0.15,12.7,2021
Edouard Mendy,sn SEN,Chelsea,29-275,1992,12.0,12.0,1080.0,5.0,0.42,34.0,30.0,91.2,8.0,3.0,1.0,7.0,58.3,2.0,2.0,0.0,0.0,0.0,1.0,0.0,8.6,0.2,3.6,0.3,41.0,95.0,43.2,284.0,42.0,26.1,29.4,69.0,30.4,29.0,89.0,6.0,6.7,4.0,0.33,13.1,2021
Illan Meslier,fr FRA,Leeds United,21-274,2000,14.0,14.0,1260.0,20.0,1.43,63.0,42.0,69.8,3.0,6.0,5.0,3.0,21.4,1.0,1.0,0.0,0.0,0.0,4.0,1.0,19.5,0.3,0.5,0.04,58.0,179.0,32.4,438.0,94.0,31.1,31.0,122.0,35.2,34.7,84.0,8.0,9.5,16.0,1.14,15.7,2021
Jordan Pickford,eng ENG,Everton,27-269,1994,12.0,12.0,1080.0,17.0,1.42,49.0,33.0,67.3,4.0,3.0,5.0,3.0,25.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,15.4,0.3,-1.6,-0.13,71.0,247.0,28.7,267.0,40.0,64.8,49.6,93.0,79.6,64.0,111.0,10.0,9.0,9.0,0.75,14.6,2021
Nick Pope,eng ENG,Burnley,29-226,1992,12.0,12.0,1080.0,20.0,1.67,55.0,34.0,63.6,1.0,6.0,5.0,1.0,8.3,0.0,0.0,0.0,0.0,1.0,3.0,0.0,16.5,0.31,-3.5,-0.3,107.0,270.0,39.6,251.0,45.0,73.3,54.2,95.0,90.5,65.7,120.0,14.0,11.7,17.0,1.42,16.6,2021
Aaron Ramsdale,eng ENG,Arsenal,23-201,1998,10.0,10.0,900.0,8.0,0.8,43.0,31.0,81.4,7.0,2.0,1.0,6.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.26,2.7,0.27,64.0,166.0,38.6,274.0,53.0,42.7,37.3,67.0,73.1,56.5,92.0,9.0,9.8,5.0,0.5,14.8,2021
David Raya,es ESP,Brentford,26-077,1995,9.0,9.0,810.0,9.0,1.0,29.0,20.0,69.0,3.0,3.0,3.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.2,0.28,-0.8,-0.09,83.0,221.0,37.6,336.0,45.0,49.4,41.8,77.0,71.4,52.8,74.0,9.0,12.2,13.0,1.44,15.7,2021
José Sá,pt POR,Wolves,28-318,1993,13.0,13.0,1170.0,12.0,0.92,50.0,41.0,82.0,6.0,2.0,5.0,4.0,30.8,3.0,3.0,0.0,0.0,0.0,0.0,0.0,15.1,0.25,3.1,0.24,57.0,157.0,36.3,260.0,80.0,41.5,40.4,89.0,55.1,45.7,102.0,10.0,9.8,12.0,0.92,15.3,2021
Robert Sánchez,es ESP,Brighton,24-013,1997,12.0,12.0,1079.0,12.0,1.0,40.0,30.0,75.0,4.0,6.0,2.0,5.0,41.7,2.0,2.0,0.0,0.0,0.0,1.0,0.0,12.2,0.26,0.2,0.01,70.0,210.0,33.3,478.0,58.0,33.7,36.3,78.0,62.8,51.4,101.0,17.0,16.8,13.0,1.08,15.3,2021
Kasper Schmeichel,dk DEN,Leicester City,35-026,1986,13.0,13.0,1170.0,23.0,1.77,63.0,44.0,68.3,5.0,3.0,5.0,1.0,7.7,3.0,3.0,0.0,0.0,1.0,3.0,1.0,18.0,0.25,-4.0,-0.3,87.0,239.0,36.4,397.0,64.0,45.8,39.7,123.0,46.3,40.5,116.0,10.0,8.6,7.0,0.54,12.7,2021
Jason Steele,eng ENG,Brighton,31-105,1990,1.0,1.0,90.0,2.0,2.0,5.0,3.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1,0.21,-0.9,-0.93,3.0,7.0,42.9,32.0,2.0,12.5,26.2,6.0,50.0,43.8,11.0,1.0,9.1,0.0,0.0,13.0,2021
Jed Steer,eng ENG,Aston Villa,29-069,1992,1.0,1.0,90.0,3.0,3.0,4.0,1.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.45,-1.2,-1.2,5.0,13.0,38.5,30.0,6.0,30.0,34.4,6.0,66.7,53.8,8.0,1.0,12.5,1.0,1.0,14.3,2021
Zack Steffen,us USA,Manchester City,26-243,1995,1.0,1.0,90.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.16,0.3,0.31,4.0,9.0,44.4,31.0,6.0,22.6,26.0,7.0,28.6,25.3,7.0,0.0,0.0,2.0,2.0,17.5,2021
Freddie Woodman,eng ENG,Newcastle Utd,24-272,1997,4.0,4.0,360.0,12.0,3.0,19.0,9.0,47.4,0.0,1.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,8.7,0.35,-3.3,-0.83,22.0,71.0,31.0,80.0,11.0,53.8,43.3,43.0,65.1,52.0,33.0,2.0,6.1,0.0,0.0,11.6,2021
Adrián,es ESP,Liverpool,33,1987,3.0,3.0,270.0,9.0,3.0,19.0,10.0,52.6,1.0,1.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.9,0.42,-1.1,-0.36,12.0,32.0,37.5,77.0,20.0,31.2,34.9,22.0,36.4,32.6,29.0,2.0,6.9,1.0,0.33,13.2,2020
Rúnar Alex Rúnarsson,is ISL,Arsenal,25,1995,1.0,0.0,16.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.1,0.5,0.0,3.0,0.0,10.0,2.0,30.0,31.8,1.0,0.0,30.0,4.0,0.0,0.0,0.0,0.0,17.5,2020
Alisson,br BRA,Liverpool,27,1992,33.0,33.0,2970.0,32.0,0.97,111.0,82.0,74.8,18.0,8.0,7.0,10.0,30.3,8.0,4.0,1.0,3.0,1.0,4.0,0.0,37.9,0.31,5.9,0.18,127.0,275.0,46.2,964.0,159.0,22.6,30.2,173.0,32.9,35.5,218.0,22.0,10.1,44.0,1.33,17.9,2020
Alphonse Areola,fr FRA,Fulham,27,1993,36.0,36.0,3240.0,48.0,1.33,156.0,114.0,73.1,5.0,13.0,18.0,9.0,25.0,6.0,6.0,0.0,0.0,0.0,4.0,1.0,54.6,0.32,7.6,0.21,171.0,431.0,39.7,752.0,158.0,38.2,34.0,249.0,57.8,43.1,325.0,32.0,9.8,20.0,0.56,13.9,2020
Kepa Arrizabalaga,es ESP,Chelsea,25,1994,7.0,6.0,585.0,8.0,1.23,22.0,15.0,68.2,2.0,2.0,2.0,2.0,33.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.4,0.31,-0.6,-0.09,38.0,78.0,48.7,198.0,39.0,29.8,30.8,45.0,42.2,35.0,40.0,5.0,12.5,6.0,0.92,18.1,2020
Jack Butland,eng ENG,Crystal Palace,27,1993,1.0,1.0,90.0,2.0,2.0,5.0,3.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.17,-1.2,-1.17,3.0,18.0,16.7,13.0,2.0,76.9,55.2,8.0,100.0,77.1,10.0,1.0,10.0,2.0,2.0,23.0,2020
David Button,eng ENG,West Brom,31,1989,1.0,1.0,90.0,2.0,2.0,7.0,5.0,71.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7,0.24,-0.3,-0.31,8.0,29.0,27.6,25.0,2.0,68.0,49.2,12.0,100.0,67.0,10.0,1.0,10.0,0.0,0.0,10.0,2020
Willy Caballero,ar ARG,Chelsea,38,1981,1.0,1.0,90.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.49,-1.5,-1.54,1.0,3.0,33.3,20.0,2.0,15.0,24.6,6.0,0.0,19.7,8.0,0.0,0.0,2.0,2.0,22.0,2020
Scott Carson,eng ENG,Manchester City,34,1985,1.0,1.0,90.0,3.0,3.0,3.0,1.0,33.3,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.4,0.21,-0.6,-0.58,0.0,1.0,0.0,14.0,6.0,0.0,21.4,2.0,50.0,47.0,7.0,0.0,0.0,0.0,0.0,14.6,2020
Kiko Casilla,es ESP,Leeds United,33,1986,3.0,3.0,270.0,2.0,0.67,12.0,10.0,83.3,2.0,0.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.36,2.3,0.77,16.0,26.0,61.5,63.0,21.0,20.6,26.0,31.0,41.9,34.0,18.0,3.0,16.7,1.0,0.33,14.9,2020
Karl Darlow,eng ENG,Newcastle Utd,29,1990,25.0,25.0,2250.0,43.0,1.72,120.0,81.0,66.7,7.0,4.0,14.0,4.0,16.0,4.0,3.0,1.0,0.0,1.0,4.0,2.0,37.0,0.28,-4.0,-0.16,184.0,532.0,34.6,506.0,88.0,68.4,50.5,220.0,84.5,60.2,239.0,22.0,9.2,6.0,0.24,12.2,2020
Martin Dúbravka,sk SVK,Newcastle Utd,31,1989,13.0,13.0,1170.0,19.0,1.46,59.0,42.0,69.5,5.0,5.0,3.0,3.0,23.1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,19.4,0.31,1.4,0.11,79.0,186.0,42.5,306.0,64.0,38.2,36.9,121.0,57.0,47.3,161.0,13.0,8.1,6.0,0.46,12.2,2020
Ederson,br BRA,Manchester City,26,1993,36.0,36.0,3240.0,28.0,0.78,84.0,63.0,75.0,25.0,5.0,6.0,19.0,52.8,8.0,7.0,1.0,0.0,0.0,2.0,1.0,29.2,0.28,2.2,0.06,139.0,305.0,45.6,932.0,148.0,24.9,31.5,158.0,46.2,43.0,179.0,14.0,7.8,23.0,0.64,15.7,2020
Łukasz Fabiański,pl POL,West Ham,35,1985,35.0,35.0,3150.0,44.0,1.26,134.0,96.0,69.4,17.0,8.0,10.0,10.0,28.6,6.0,3.0,2.0,1.0,0.0,4.0,4.0,44.8,0.31,4.8,0.14,281.0,662.0,42.4,731.0,141.0,60.9,46.2,271.0,80.1,57.0,357.0,27.0,7.6,11.0,0.31,12.4,2020
Fraser Forster,eng ENG,Southampton,32,1988,8.0,8.0,720.0,11.0,1.37,28.0,19.0,67.9,4.0,0.0,4.0,2.0,25.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,8.8,0.25,-2.2,-0.27,43.0,153.0,28.1,210.0,29.0,51.4,41.0,64.0,70.3,49.6,88.0,7.0,8.0,7.0,0.88,15.2,2020
David de Gea,es ESP,Manchester Utd,29,1990,26.0,26.0,2295.0,32.0,1.25,85.0,58.0,67.1,12.0,9.0,5.0,9.0,34.6,4.0,4.0,0.0,0.0,1.0,5.0,2.0,29.8,0.31,-0.2,-0.01,94.0,218.0,43.1,422.0,80.0,35.5,33.7,172.0,39.5,34.9,195.0,9.0,4.6,9.0,0.35,14.1,2020
Vicente Guaita,es ESP,Crystal Palace,33,1987,37.0,37.0,3330.0,64.0,1.73,168.0,105.0,63.7,11.0,8.0,18.0,8.0,21.6,4.0,3.0,1.0,0.0,1.0,9.0,0.0,61.8,0.36,-2.2,-0.06,253.0,721.0,35.1,766.0,147.0,58.9,43.9,314.0,86.0,60.9,367.0,26.0,7.1,15.0,0.41,13.1,2020
Dean Henderson,eng ENG,Manchester Utd,23,1997,13.0,12.0,1125.0,12.0,0.96,50.0,38.0,76.0,9.0,2.0,1.0,4.0,33.3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.3,0.26,0.3,0.02,41.0,110.0,37.3,220.0,61.0,35.9,35.4,94.0,33.0,33.5,105.0,9.0,8.6,14.0,1.12,15.3,2020
Sam Johnstone,eng ENG,West Brom,27,1993,37.0,37.0,3330.0,74.0,2.0,228.0,161.0,70.6,4.0,11.0,22.0,6.0,16.2,12.0,7.0,2.0,3.0,2.0,13.0,3.0,75.3,0.3,4.3,0.12,336.0,961.0,35.0,987.0,169.0,71.2,51.3,295.0,87.5,60.9,348.0,25.0,7.2,26.0,0.7,14.5,2020
Caoimhín Kelleher,ie IRL,Liverpool,21,1998,2.0,2.0,180.0,1.0,0.5,7.0,6.0,85.7,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.32,1.2,0.62,8.0,19.0,42.1,48.0,10.0,31.3,34.1,14.0,28.6,33.7,19.0,2.0,10.5,1.0,0.5,18.3,2020
Bernd Leno,de GER,Arsenal,28,1992,35.0,35.0,3131.0,37.0,1.06,117.0,84.0,69.2,17.0,6.0,12.0,11.0,31.4,2.0,1.0,1.0,0.0,0.0,5.0,4.0,37.1,0.31,4.1,0.12,110.0,338.0,32.5,930.0,166.0,22.0,28.6,226.0,58.8,46.6,310.0,26.0,8.4,22.0,0.63,14.5,2020
Hugo Lloris,fr FRA,Tottenham,33,1986,38.0,38.0,3420.0,45.0,1.18,144.0,111.0,75.7,18.0,8.0,12.0,12.0,31.6,10.0,10.0,0.0,0.0,0.0,3.0,3.0,47.0,0.28,5.0,0.13,202.0,489.0,41.3,799.0,158.0,46.3,37.3,268.0,44.4,36.7,366.0,18.0,4.9,16.0,0.42,13.4,2020
Emiliano Martínez,ar ARG,Aston Villa,27,1992,38.0,38.0,3420.0,46.0,1.21,177.0,135.0,76.8,16.0,7.0,15.0,15.0,39.5,6.0,5.0,1.0,0.0,2.0,4.0,1.0,52.4,0.27,7.4,0.2,289.0,728.0,39.7,1041.0,162.0,52.7,42.5,254.0,70.5,52.9,393.0,33.0,8.4,21.0,0.55,13.1,2020
Alex McCarthy,eng ENG,Southampton,30,1989,30.0,30.0,2700.0,57.0,1.9,141.0,90.0,63.8,8.0,7.0,15.0,7.0,23.3,6.0,6.0,0.0,0.0,1.0,4.0,1.0,47.9,0.31,-8.1,-0.27,155.0,525.0,29.5,898.0,124.0,45.8,36.8,171.0,66.7,47.6,239.0,22.0,9.2,20.0,0.67,15.1,2020
Edouard Mendy,sn SEN,Chelsea,28,1992,31.0,31.0,2745.0,25.0,0.82,78.0,55.0,70.5,17.0,7.0,7.0,16.0,51.6,3.0,2.0,1.0,0.0,1.0,4.0,1.0,24.1,0.27,0.1,0.0,126.0,265.0,47.5,826.0,125.0,24.5,28.7,181.0,34.8,32.3,207.0,13.0,6.3,20.0,0.66,15.3,2020
Illan Meslier,fr FRA,Leeds United,20,2000,35.0,35.0,3150.0,52.0,1.49,177.0,134.0,75.1,16.0,5.0,14.0,11.0,31.4,9.0,8.0,1.0,0.0,1.0,11.0,2.0,55.3,0.27,5.3,0.15,181.0,409.0,44.3,1082.0,269.0,28.4,30.6,266.0,38.3,34.0,198.0,21.0,10.6,20.0,0.57,13.6,2020
Will Norris,eng ENG,Burnley,26,1993,2.0,2.0,180.0,4.0,2.0,6.0,2.0,33.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.1,0.19,-2.9,-1.44,21.0,50.0,42.0,37.0,1.0,89.2,62.6,19.0,89.5,67.7,18.0,1.0,5.6,1.0,0.5,15.1,2020
Robin Olsen,se SWE,Everton,30,1990,7.0,7.0,630.0,9.0,1.29,27.0,18.0,70.4,2.0,3.0,2.0,2.0,28.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.5,0.33,0.5,0.08,50.0,104.0,48.1,148.0,21.0,49.3,41.1,51.0,60.8,46.3,51.0,4.0,7.8,1.0,0.14,11.0,2020
Rui Patrício,pt POR,Wolves,32,1988,37.0,37.0,3329.0,51.0,1.38,140.0,96.0,68.6,12.0,9.0,16.0,10.0,27.0,8.0,7.0,1.0,0.0,1.0,9.0,3.0,44.6,0.28,-3.4,-0.09,205.0,453.0,45.3,536.0,130.0,52.8,40.5,265.0,64.2,44.9,374.0,22.0,5.9,6.0,0.16,11.5,2020
Bailey Peacock-Farrell,nir NIR,Burnley,23,1996,4.0,4.0,360.0,14.0,3.5,25.0,11.0,44.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.5,0.38,-4.5,-1.14,41.0,94.0,43.6,84.0,5.0,81.0,57.6,29.0,89.7,68.0,36.0,0.0,0.0,3.0,0.75,15.4,2020
Jordan Pickford,eng ENG,Everton,26,1994,31.0,31.0,2742.0,39.0,1.28,128.0,90.0,71.1,15.0,5.0,11.0,10.0,32.3,3.0,2.0,0.0,1.0,1.0,5.0,1.0,38.7,0.29,0.7,0.02,275.0,650.0,42.3,945.0,135.0,53.3,43.4,207.0,70.5,56.5,295.0,24.0,8.1,19.0,0.62,14.7,2020
Nick Pope,eng ENG,Burnley,28,1992,32.0,32.0,2880.0,37.0,1.16,148.0,114.0,77.0,10.0,9.0,13.0,11.0,34.4,3.0,3.0,0.0,0.0,0.0,7.0,1.0,40.9,0.26,4.9,0.15,292.0,757.0,38.6,728.0,128.0,74.3,53.0,251.0,86.1,62.3,325.0,42.0,12.9,41.0,1.28,16.5,2020
Aaron Ramsdale,eng ENG,Sheffield Utd,22,1998,38.0,38.0,3420.0,63.0,1.66,205.0,145.0,70.7,7.0,2.0,29.0,5.0,13.2,4.0,3.0,0.0,1.0,0.0,8.0,3.0,61.9,0.29,1.9,0.05,290.0,859.0,33.8,860.0,124.0,70.0,52.8,281.0,91.5,69.7,336.0,32.0,9.5,22.0,0.58,15.3,2020
Darren Randolph,ie IRL,West Ham,33,1987,3.0,3.0,270.0,3.0,1.0,9.0,6.0,66.7,2.0,0.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.6,0.4,0.6,0.21,13.0,43.0,30.2,44.0,5.0,65.9,47.3,22.0,63.6,47.0,32.0,0.0,0.0,1.0,0.33,12.2,2020
